"","Feature","Ratio","MET_1","MET_2","MET_3","CTL_1","CTL_2","CTL_3","M.Ave","M.SD","A"
"1726","CCDC8","Endo",0.00684931506849315,0.00773694390715667,0.0190274841437632,0.00251889168765743,0.00366300366300366,0.0077120822622108,1.27493326041194,0.183818707822798,-6.98065669795695
"1727","CCDC80","Endo",1.8675799086758,1.31141199226306,2.22832980972516,2.81108312342569,2.58974358974359,2.58097686375321,-0.594532947693517,0.384887329788891,1.1580273065475
"1729","CCDC82","Endo",0.0821917808219178,0.0831721470019342,0.114164904862579,0.0982367758186398,0.0879120879120879,0.12853470437018,-0.169422957085584,0.0886650445176591,-3.33591188210851
"1731","CCDC86","Endo",0.264840182648402,0.460348162475822,0.213530655391121,0.0982367758186398,0.221611721611722,0.272493573264781,0.711233036760256,0.939605204382961,-1.97043067028367
"1734","CCDC90B","Endo",0.331050228310502,0.245647969052224,0.348837209302326,0.269521410579345,0.250915750915751,0.329048843187661,0.116763900488247,0.166035218484512,-1.75712607336637
"1735","CCDC91","Endo",0.472602739726027,0.473887814313346,0.564482029598309,0.483627204030227,0.536630036630037,0.598971722365039,-0.0994032972715786,0.0740345135892789,-0.938706948671899
"1736","CCDC92","Endo",0.045662100456621,0.0483558994197292,0.040169133192389,0.00755667506297229,0.0128205128205128,0.025706940874036,1.71811368674435,0.990445403838011,-5.05672116958311
"1737","CCDC93","Endo",0.255707762557078,0.249516441005803,0.27906976744186,0.26448362720403,0.271062271062271,0.244215938303342,0.00809886166893,0.163546705930566,-1.93967050989534
"1738","CCDC94","Endo",0.189497716894977,0.166344294003868,0.164904862579281,0.168765743073048,0.1996336996337,0.223650385604113,-0.178545275459552,0.312113773861974,-2.43077245171662
"1739","CCDC97","Endo",0.65296803652968,0.647969052224371,0.539112050739958,0.491183879093199,0.5,0.529562982005141,0.270176285641066,0.212447136439908,-0.836159526616097
"1740","CCDC99","Endo",0.0547945205479452,0.0270793036750484,0.0549682875264271,0.0428211586901763,0.0366300366300366,0.0231362467866324,0.389438661044445,0.84264708545071,-4.64728935406096
"1749","CCL19","Endo",0.0228310502283105,0.0193423597678917,0.0380549682875264,0.0151133501259446,0.0183150183150183,0.0154241645244216,0.658934291560287,0.614563595970371,-5.53861492790239
"1750","CCL2","Endo",0.00228310502283105,0.00580270793036751,0.0126849894291755,0.0125944584382872,0.0457875457875458,0.0077120822622108,-1.57531566804914,2.00272526386135,-6.11004553864095
"1752","CCL21","Endo",0.091324200913242,0.0696324951644101,0.0317124735729387,0.146095717884131,0.0695970695970696,0.0745501285347044,-0.636757010655679,0.617972584472465,-3.63513002583799
"1753","CCL22","Endo",0.0045662100456621,0.0174081237911025,0.0126849894291755,0.0100755667506297,0.113553113553114,0.0154241645244216,-1.37646550971702,1.22865738491351,-5.11019178091443
"1754","CCL24","Endo",0.28310502283105,0.197292069632495,0.190274841437632,0.123425692695214,0.168498168498169,0.105398457583548,0.759175241230413,0.491696448224255,-2.4900586174177
"1757","CCL27","Endo",0.0228310502283105,0.0212765957446809,0.0274841437632135,0.0302267002518892,0.0457875457875458,0.0334190231362468,-0.597528065725907,0.444338932453576,-5.05070117528597
"1759","CCL3","Endo",0.0136986301369863,0.00386847195357834,0.0147991543340381,0.00503778337531486,0.021978021978022,0.012853470437018,-0.286566131012086,2.01976520268836,-6.37611002595304
"1760","CCL4","Endo",0.0091324200913242,0.00580270793036751,0.00634249471458774,0.00755667506297229,0.0201465201465201,0.0051413881748072,-0.406531446040881,1.20317467566533,-6.79259804308183
"1761","CCL5","Endo",0.0958904109589041,0.0715667311411992,0.0739957716701903,0.0931989924433249,0.126373626373626,0.16452442159383,-0.644016412420314,0.616150128612287,-3.26176549815322
"1762","CCL6","Endo",0.662100456621005,0.526112185686654,0.59830866807611,1.04534005037783,0.954212454212454,0.90745501285347,-0.706242169297774,0.13537353535612,-0.354289480307691
"1764","CCL9","Endo",9.62100456621005,9.12959381044487,12.0591966173362,13.0554156171285,7.98168498168498,7.83547557840617,0.125169814103323,0.534535175476233,3.31427044894485
"1765","CCM2","Endo",1.02739726027397,1.22437137330754,0.997885835095137,0.748110831234257,0.943223443223443,0.974293059125964,0.289519642919427,0.224547197905058,-0.0205156009575726
"1767","CCNA2","Endo",0.0593607305936073,0.00193423597678917,0.0486257928118393,0.0654911838790932,0.0201465201465201,0.0102827763496144,-0.426998294262262,2.82192369634295,-4.86535854421625
"1768","CCNB1","Endo",0.0616438356164384,0.00967117988394584,0.0549682875264271,0.0680100755667506,0.010989010989011,0.025706940874036,0.256783999071145,0.727475323279409,-4.69906438142536
"1770","CCNB2","Endo",0.0547945205479452,0.00386847195357834,0.0338266384778013,0.0428211586901763,0.0238095238095238,0.0077120822622108,-0.0443425931993107,2.40244732945678,-5.16849113514016
"1771","CCNC","Endo",0.901826484018265,0.969052224371373,0.716701902748414,1.13350125944584,0.891941391941392,1.03341902313625,-0.246072988429597,0.331834342965623,-0.0876203612464486
"1772","CCND1","Endo",0.488584474885845,0.189555125725339,0.435517970401691,1.06549118387909,2.41941391941392,3.24935732647815,-2.56605240501694,1.30684004418542,0.387347834533703
"1773","CCND2","Endo",0.0981735159817352,0.0909090909090909,0.118393234672304,0.161209068010076,0.194139194139194,0.143958868894602,-0.697397356129989,0.406565733671805,-2.89470995984141
"1774","CCNDBP1","Endo",0.372146118721461,0.388781431334623,0.424947145877378,0.377833753148615,0.413919413919414,0.370179948586118,0.0289278873430177,0.151265307488346,-1.35364818452941
"1775","CCNE1","Endo",0.111872146118721,0.0812379110251451,0.0634249471458774,0.0201511335012594,0.0238095238095238,0.0308483290488432,1.76113014114458,0.716577032220044,-4.17856084109223
"1776","CCNE2","Endo",0.0753424657534247,0.0522243713733075,0.0761099365750529,0.100755667506297,0.0641025641025641,0.0745501285347044,-0.228370234734056,0.232036497953682,-3.75930667250251
"1777","CCNF","Endo",0.10958904109589,0.0425531914893617,0.0845665961945032,0.168765743073048,0.133699633699634,0.0822622107969152,-0.744905585099492,0.852329639585812,-3.27128380933508
"1778","CCNG1","Endo",1.01826484018265,1.37717601547389,1.18816067653277,0.851385390428212,1.40842490842491,1.45244215938303,-0.0212972835484779,0.274157427653151,0.28211435687951
"1779","CCNG2","Endo",0.655251141552511,0.338491295938104,0.818181818181818,0.876574307304786,0.697802197802198,0.686375321336761,-0.403368013527893,0.648718242975961,-0.558985425713968
"1780","CCNH","Endo",0.438356164383562,0.435203094777563,0.384778012684989,0.36272040302267,0.417582417582418,0.442159383033419,0.0441111138737456,0.237273719628979,-1.27415737468693
"1781","CCNI","Endo",2.99315068493151,2.51063829787234,2.7399577167019,2.13853904282116,2.33882783882784,2.24935732647815,0.290649553641188,0.19145614960397,1.31908519735422
"1782","CCNJ","Endo",0.223744292237443,0.295938104448743,0.234672304439746,0.216624685138539,0.252747252747253,0.197943444730077,0.173270860258765,0.110021145149362,-2.07737579228461
"1783","CCNJL","Endo",0.0136986301369863,0.0174081237911025,0.00845665961945032,0.035264483627204,0.0256410256410256,0.0359897172236504,-1.33743416140528,0.765716371405618,-5.4584268521698
"1784","CCNK","Endo",0.611872146118721,0.48936170212766,0.59830866807611,0.493702770780856,0.5,0.493573264781491,0.185395434007082,0.188107302512483,-0.912845622097424
"1785","CCNL1","Endo",1.42237442922374,1.54932301740812,1.53911205073996,1.33501259445844,1.63553113553114,1.4318766066838,0.0391725911710304,0.101779089219213,0.57098580658275
"1786","CCNL2","Endo",1.54566210045662,1.35009671179884,1.49048625792812,1.87405541561713,1.72893772893773,1.66066838046272,-0.263580912766498,0.101187980879994,0.685552477380573
"1788","CCNT1","Endo",0.159817351598174,0.123791102514507,0.080338266384778,0.143576826196474,0.139194139194139,0.141388174807198,-0.276697310316979,0.493906232933259,-2.92850116587304
"1789","CCNT2","Endo",1.09817351598174,1.33268858800774,1.16913319238901,1.1536523929471,1.34798534798535,1.52185089974293,-0.155985134426789,0.196249087682673,0.34548796025645
"1790","CCNY","Endo",0.938356164383562,0.998065764023211,0.940803382663848,1.08816120906801,0.981684981684982,1.07712082262211,-0.128341660522799,0.132146347739513,0.00580532856739389
"1791","CCP110","Endo",0.125570776255708,0.129593810444874,0.0718816067653277,0.0982367758186398,0.137362637362637,0.131105398457584,-0.198953242101118,0.618662395526119,-3.11247263908383
"1792","CCPG1","Endo",1.10502283105023,1.05996131528046,0.936575052854123,1.04282115869018,1.51648351648352,1.62210796915167,-0.408512373799187,0.447906253263657,0.279564766875577
"1793","CCR1","Endo",0.0136986301369863,0.0174081237911025,0.0147991543340381,0.0125944584382872,0.0256410256410256,0.0179948586118252,-0.239840244996,0.341929359274168,-5.87639558651114
"1794","CCR10","Endo",0.00228310502283105,0.00386847195357834,0.00634249471458774,0.00755667506297229,0.00366300366300366,0.0051413881748072,-0.448375073402167,1.11276756884107,-7.69999043017835
"1796","CCR2","Endo",0.0251141552511416,0.011605415860735,0.0211416490486258,0.00755667506297229,0.0384615384615385,0.0102827763496144,0.347972356846466,1.83143960397072,-5.71580542667787
"1799","CCR5","Endo",0.134703196347032,0.102514506769826,0.152219873150106,0.118387909319899,0.23992673992674,0.15681233933162,-0.361128635205707,0.758368444964025,-2.72966711425712
"1801","CCR7","Endo",0.0114155251141553,0.00773694390715667,0.0126849894291755,0.0226700251889169,0.0146520146520147,0.0077120822622108,-0.397707375587151,0.966777612419791,-6.28636835852953
"1802","CCR9","Endo",0.00228310502283105,0.00773694390715667,0.00845665961945032,0.0125944584382872,0.00732600732600733,0.0077120822622108,-0.750671938605007,1.48379088176505,-7.02376228527187
"1803","CCRL2","Endo",0.0136986301369863,0.0193423597678917,0.0211416490486258,0.0151133501259446,0.032967032967033,0.0205655526992288,-0.290398010624696,0.424536155478404,-5.61024436838313
"1804","CCRN4L","Endo",0.0182648401826484,0.0618955512572534,0.025369978858351,0.0327455919395466,0.0347985347985348,0.0334190231362468,-0.136323223070372,0.866570724222454,-4.86079408544835
"1805","CCS","Endo",2.0662100456621,1.47582205029014,2.37420718816068,1.08816120906801,1.3974358974359,1.25964010282776,0.639421844332876,0.485596858425977,0.687281181817736
"1806","CCT2","Endo",1.85388127853881,2.40812379110251,2.15644820295983,2.20151133501259,2.86813186813187,3.00514138817481,-0.326307673510106,0.132058425622484,1.27234553056495
"1807","CCT3","Endo",2.08904109589041,3.23984526112186,2.56448202959831,2.97732997481108,3.78937728937729,3.7172236503856,-0.424257386223583,0.172097117537616,1.61489036019088
