ID	Atto_Flat
GA98	57.22045898
GA116	57.22045898
GA141	57.22045898
GA160	57.22045898
GA161	57.22045898
GA183	57.22045898
GA184	57.22045898
GA322	57.22045898
GA425	57.22045898
GA572	57.22045898
GA620	57.22045898
GA623	57.22045898
GA805	57.22045898
GA980	57.22045898
GA994	57.22045898
GA1026	57.22045898
GA1065	57.22045898
GA1071	57.22045898
GA1189	57.22045898
GA1206	57.22045898
GA1274	57.22045898
